"
Abridged List Ordered by Nutrient Content in Household Measure
Source: USDA National Nutrient Database for Standard Reference Legacy (2018)
Nutrients: Vitamin B-6 (mg)
",,
Description,Measure,Vitamin B-6 (mg) Per Measure
"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",16.0 fl oz,3.998
"Beverages, Energy drink, ROCKSTAR, sugar free",8.0 fl oz,1.999
"Garlic, raw",1.0 cups,1.68
"Rice flour, brown",1.0 cups,1.163
"Beans, pink, mature seeds, raw",1.0 cups,1.107
"Seeds, sunflower seed kernels, toasted, without salt",1.0 cups,1.079
"Seeds, sunflower seed kernels, oil roasted, without salt",1.0 cups,1.069
"Potatoes, Russet, flesh and skin, baked","1.0 potato large (3"" to 4-1/4"" dia.",1.058
"Corn grain, white",1.0 cups,1.033
"Beverages, Whey protein powder isolate",3.0 scoop,1
"Turkey, drumstick, from whole bird, meat only, raw",4.0 oz,0.919
"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",4.0 oz,0.854
"Beverages, Meal supplement drink, canned, peanut flavor",1.0 cups,0.853
"Whey, sweet, dried",1.0 cups,0.847
"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",4.0 oz,0.843
"Fish, tuna, skipjack, fresh, cooked, dry heat",3.0 oz,0.834
"Turkey, ground, fat free, patties, broiled",3.0 oz,0.772
"Pork, ground, 96% lean / 4% fat, raw",4.0 oz,0.755
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",3.0 oz,0.754
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",3.0 oz,0.746
"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt",1.0 cups,0.745
"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",1.0 cups (1 NLEA serving),0.732
"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",1.0 steak ( yield from 134.9 g raw meat ),0.724
"Cereals, MALT-O-MEAL, chocolate, dry",3.0 tbsp (1 NLEA serving),0.718
"Beans, adzuki, mature seeds, raw",1.0 cups,0.691
"Turkey, whole, breast, meat only, cooked, roasted",3.0 oz,0.686
"Orange juice, frozen concentrate, unsweetened, undiluted",1.0 cups,0.681
"Peanuts, all types, dry-roasted, without salt",1.0 cups,0.68
"Nuts, butternuts, dried",1.0 cups,0.672
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",4.0 oz,0.667
"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",1.0 bottle,0.664
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",4.0 oz,0.662
"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",1.0 cups,0.655
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",4.0 oz,0.654
"Tomato products, canned, sauce, with onions",1.0 cups,0.654
"Plantains, yellow, raw",1.0 plantain,0.653
"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw",4.0 oz,0.65
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",4.0 oz,0.65
"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw",4.0 oz,0.649
"Nuts, hazelnuts or filberts","1.0 cups, chopped",0.647
"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",4.0 oz,0.643
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",3.0 oz,0.637
"Cheese, feta","1.0 cups, crumbled",0.636
